DOLU1
DOLORES - CISCO, NR                              
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,132
5/4/2021,12Z,214
5/5/2021,12Z,207
5/6/2021,12Z,185
5/7/2021,12Z,157
5/8/2021,12Z,180
5/9/2021,12Z,272
5/10/2021,12Z,285
5/11/2021,12Z,199
5/12/2021,12Z,125
