CLOC2
UNCOMPAHGRE - COLONA                             
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,115
5/4/2021,12Z,119
5/5/2021,12Z,118
5/6/2021,12Z,103
5/7/2021,12Z,116
5/8/2021,12Z,142
5/9/2021,12Z,135
5/10/2021,12Z,110
5/11/2021,12Z,97
5/12/2021,12Z,92
