GWSC2
ROARING FORK - GLENWOOD SPRINGS                  
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,782
5/4/2021,12Z,772
5/5/2021,12Z,577
5/6/2021,12Z,543
5/7/2021,12Z,614
5/8/2021,12Z,921
5/9/2021,12Z,1124
5/10/2021,12Z,915
5/11/2021,12Z,733
5/12/2021,12Z,667
