BFFU1
SAN JUAN - BLUFF, NR                             
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,557
5/4/2021,12Z,530
5/5/2021,12Z,561
5/6/2021,12Z,841
5/7/2021,12Z,712
5/8/2021,12Z,479
5/9/2021,12Z,499
5/10/2021,12Z,846
5/11/2021,12Z,1063
5/12/2021,12Z,887
