ALTC2
TAYLOR - ALMONT                                  
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,166
5/4/2021,12Z,174
5/5/2021,12Z,165
5/6/2021,12Z,168
5/7/2021,12Z,184
5/8/2021,12Z,204
5/9/2021,12Z,208
5/10/2021,12Z,202
5/11/2021,12Z,199
5/12/2021,12Z,199
