09067020=602
09057500=70
09066325=177
09070000=595
09070500=1842
09085000=921
09081600=410
09080400=111
FRYTHOCO=175
09163500=2500
09058000=656
09260050=1638
09251000=1529
09247600=1808
09239500=645
09047500=57
09085100=2797
09144250=1317
09128000=705
09114500=760
09180000=180
09171100=13
09168730=9
09165000=254
09124500=268
09110000=204
09132500=902
09059500=155
09234500=860
09261000=2607
09315000=3830
09306290=779
09172500=279
09174600=219
09177000=246
09361500=1134
09364500=570
09349800=595
09342500=1053
09379500=479
09147500=142
09126000=24
09238900=106
09105000=106
09405500=42
09132095=901
