EALC2
EAGLE - AVON                                     
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,438
5/4/2021,12Z,357
5/5/2021,12Z,254
5/6/2021,12Z,276
5/7/2021,12Z,383
5/8/2021,12Z,602
5/9/2021,12Z,646
5/10/2021,12Z,493
5/11/2021,12Z,394
5/12/2021,12Z,364
