GEPC2
GUNNISON - GUNNISON TUN, BLO                     
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,705
5/4/2021,12Z,705
5/5/2021,12Z,705
5/6/2021,12Z,705
5/7/2021,12Z,705
5/8/2021,12Z,705
5/9/2021,12Z,705
5/10/2021,12Z,705
5/11/2021,12Z,705
5/12/2021,12Z,705
