09067020=394
09057500=70
09066325=99
09070000=490
09070500=1781
09085000=733
09081600=248
09080400=111
FRYTHOCO=90
09163500=4614
09058000=600
09260050=3151
09251000=1795
09247600=1512
09239500=436
09047500=38
09085100=2689
09144250=1278
09128000=705
09114500=630
09180000=199
09171100=13
09168730=9
09165000=119
09124500=184
09110000=199
09132500=749
09059500=110
09234500=860
09261000=3968
09315000=3428
09306290=676
09172500=163
09174600=90
09177000=114
09361500=691
09364500=416
09349800=411
09342500=772
09379500=1063
09147500=97
09126000=24
09238900=58
09105000=52
09405500=42
09132095=731
