DELC2
GUNNISON - DELTA                                 
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,1129
5/4/2021,12Z,1305
5/5/2021,12Z,1386
5/6/2021,12Z,1017
5/7/2021,12Z,1043
5/8/2021,12Z,1317
5/9/2021,12Z,1550
5/10/2021,12Z,1461
5/11/2021,12Z,1278
5/12/2021,12Z,1171
