PIDC2
PIEDRA - ARBOLES, NR                             
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,750
5/4/2021,12Z,636
5/5/2021,12Z,459
5/6/2021,12Z,439
5/7/2021,12Z,504
5/8/2021,12Z,595
5/9/2021,12Z,588
5/10/2021,12Z,495
5/11/2021,12Z,411
5/12/2021,12Z,373
