PSBC2
PINEY - STATE BRIDGE, NR                         
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,167
5/4/2021,12Z,141
5/5/2021,12Z,81
5/6/2021,12Z,80
5/7/2021,12Z,99
5/8/2021,12Z,155
5/9/2021,12Z,177
5/10/2021,12Z,148
5/11/2021,12Z,110
5/12/2021,12Z,94
