JESU1
GREEN - JENSEN, NR                               
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,2536
5/4/2021,12Z,3220
5/5/2021,12Z,3942
5/6/2021,12Z,4254
5/7/2021,12Z,3457
5/8/2021,12Z,2607
5/9/2021,12Z,2489
5/10/2021,12Z,3000
5/11/2021,12Z,3968
5/12/2021,12Z,3958
