GPSC2
EAGLE - GYPSUM, BLO                              
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,524
5/4/2021,12Z,498
5/5/2021,12Z,316
5/6/2021,12Z,307
5/7/2021,12Z,363
5/8/2021,12Z,595
5/9/2021,12Z,780
5/10/2021,12Z,638
5/11/2021,12Z,490
5/12/2021,12Z,427
