KRMC2
COLORADO - KREMMLING, NR                         
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 19Z

DATE,TIME,FLOW
5/3/2021,12Z,608
5/4/2021,12Z,629
5/5/2021,12Z,506
5/6/2021,12Z,510
5/7/2021,12Z,552
5/8/2021,12Z,656
5/9/2021,12Z,764
5/10/2021,12Z,728
5/11/2021,12Z,600
5/12/2021,12Z,530
