RCYC2
CRYSTAL - REDSTONE, NR, AVALANCHE CK, ABV        
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,350
5/4/2021,12Z,291
5/5/2021,12Z,209
5/6/2021,12Z,215
5/7/2021,12Z,292
5/8/2021,12Z,410
5/9/2021,12Z,418
5/10/2021,12Z,298
5/11/2021,12Z,248
5/12/2021,12Z,240
