ARFN5
ANIMAS - FARMINGTON                              
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,333
5/4/2021,12Z,491
5/5/2021,12Z,398
5/6/2021,12Z,194
5/7/2021,12Z,289
5/8/2021,12Z,570
5/9/2021,12Z,808
5/10/2021,12Z,659
5/11/2021,12Z,416
5/12/2021,12Z,293
