GUSC2
GUNNISON - GUNNISON, NR                          
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,465
5/4/2021,12Z,443
5/5/2021,12Z,350
5/6/2021,12Z,360
5/7/2021,12Z,484
5/8/2021,12Z,760
5/9/2021,12Z,843
5/10/2021,12Z,716
5/11/2021,12Z,630
5/12/2021,12Z,603
