GCOC2
COLORADO - GLENWOOD SPRINGS, BLO                 
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 15Z

DATE,TIME,FLOW
5/3/2021,12Z,2625
5/4/2021,12Z,2799
5/5/2021,12Z,2288
5/6/2021,12Z,1996
5/7/2021,12Z,2081
5/8/2021,12Z,2797
5/9/2021,12Z,3512
5/10/2021,12Z,3243
5/11/2021,12Z,2689
5/12/2021,12Z,2324
