LFGC2
LAKE FORK - GATEVIEW                             
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,154
5/4/2021,12Z,180
5/5/2021,12Z,168
5/6/2021,12Z,145
5/7/2021,12Z,178
5/8/2021,12Z,268
5/9/2021,12Z,273
5/10/2021,12Z,220
5/11/2021,12Z,184
5/12/2021,12Z,169
