SMUC2
SAN MIGUEL - URAVAN                              
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,165
5/4/2021,12Z,182
5/5/2021,12Z,166
5/6/2021,12Z,126
5/7/2021,12Z,141
5/8/2021,12Z,246
5/9/2021,12Z,256
5/10/2021,12Z,180
5/11/2021,12Z,114
5/12/2021,12Z,89
