SOMC2
NF GUNNISON - SOMERSET, NR                       
Daily Average Forecast Flow (ending at given date/time)
Units: CFSD
Created: 5/2/2021 14Z

DATE,TIME,FLOW
5/3/2021,12Z,633
5/4/2021,12Z,847
5/5/2021,12Z,614
5/6/2021,12Z,593
5/7/2021,12Z,701
5/8/2021,12Z,902
5/9/2021,12Z,946
5/10/2021,12Z,841
5/11/2021,12Z,749
5/12/2021,12Z,705
